ano,mes,data,regiao,uf,cidade,turistas,turistas_estrangeiros,ocupacao_hoteleira,gasto_medio,faturamento_turismo,eventos_realizados,temperatura_media,nivel_temporada
2020,11,2020-11-01,Centro-Oeste,MS,Campo Grande,423981,67729,56.14,477.83,42831677.5,9,29.0,Alta
2020,11,2020-11-01,Sudeste,SP,São Paulo,192770,71173,92.52,879.9,187391292.15,11,22.8,Média
2020,11,2020-11-01,Sudeste,SP,Campinas,164565,31895,48.55,609.45,65506130.07,9,28.2,Baixa
2020,11,2020-11-01,Sudeste,SP,Ribeirão Preto,141906,20094,63.98,693.67,106512844.4,14,21.8,Média
2020,11,2020-11-01,Sudeste,RJ,Rio de Janeiro,171991,15480,77.51,667.4,105746715.03,9,30.8,Média
2020,11,2020-11-01,Sudeste,RJ,Niterói,52325,76217,65.69,1149.05,184088666.62,11,23.9,Média
2020,11,2020-11-01,Sudeste,RJ,Nova Iguaçu,410615,37784,34.45,516.97,96499942.05,7,25.4,Baixa
2020,11,2020-11-01,Sudeste,RJ,Petrópolis,421587,24278,65.53,1145.87,26321738.77,4,26.6,Alta
2020,11,2020-11-01,Sudeste,MG,Belo Horizonte,91298,55772,67.13,406.56,25568688.19,6,26.6,Alta
2020,11,2020-11-01,Sudeste,MG,Uberlândia,442787,49848,63.74,604.54,188907469.64,8,25.2,Baixa
2020,11,2020-11-01,Sudeste,MG,Juiz de Fora,87368,49773,28.94,465.11,170395130.1,14,22.0,Alta
2020,11,2020-11-01,Sudeste,ES,Vitória,444402,20973,29.5,969.13,40029290.73,10,28.5,Média
2020,11,2020-11-01,Sudeste,ES,Vila Velha,463593,24916,25.42,955.23,88363011.49,11,22.2,Baixa
2020,11,2020-11-01,Sudeste,ES,Serra,282324,35277,33.71,1138.41,124305444.11,14,30.2,Baixa
2020,11,2020-11-01,Sul,PR,Curitiba,345993,17739,64.53,1003.8,19545157.69,12,27.3,Alta
2020,11,2020-11-01,Sul,PR,Londrina,256509,33808,49.87,314.69,73673677.94,15,29.4,Baixa
2020,11,2020-11-01,Sul,SC,Florianópolis,305101,11563,37.28,988.51,197485619.88,9,27.0,Alta
2020,11,2020-11-01,Sul,SC,Joinville,318982,63054,89.51,549.14,150484393.99,12,24.5,Alta
2020,11,2020-11-01,Sul,RS,Porto Alegre,381777,27771,63.77,899.23,83370610.14,11,25.7,Alta
2020,11,2020-11-01,Sul,RS,Caxias do Sul,269936,8255,80.78,857.49,22042102.54,13,22.2,Média
2020,12,2020-12-01,Norte,AM,Manaus,349743,19913,78.53,559.2,128795332.81,9,29.3,Média
2020,12,2020-12-01,Norte,PA,Belém,139304,5068,47.17,931.59,114760218.65,10,24.2,Baixa
2020,12,2020-12-01,Norte,PA,Santarém,379446,66636,72.0,1051.02,165501555.17,9,31.5,Média
2020,12,2020-12-01,Norte,RO,Porto Velho,230445,9010,63.53,396.35,105043228.76,14,18.2,Média
2020,12,2020-12-01,Norte,TO,Palmas,266669,38088,94.44,1081.59,112037888.69,10,23.8,Alta
2020,12,2020-12-01,Nordeste,BA,Salvador,340147,47174,61.58,674.48,85949225.08,6,20.4,Baixa
2020,12,2020-12-01,Nordeste,BA,Feira de Santana,385715,79809,30.55,320.49,86459377.68,8,20.7,Baixa
2020,12,2020-12-01,Nordeste,PE,Recife,69418,13041,58.14,215.14,2815973.11,7,28.6,Média
2020,12,2020-12-01,Nordeste,PE,Jaboatão dos Guararapes,99985,27723,81.03,956.84,186362473.38,7,19.3,Média
2020,12,2020-12-01,Nordeste,CE,Fortaleza,251678,73980,89.67,672.27,181005824.51,9,26.9,Baixa
2020,12,2020-12-01,Nordeste,CE,Juazeiro do Norte,257292,37922,69.0,812.95,88912665.66,12,18.2,Média
2020,12,2020-12-01,Nordeste,MA,São Luís,335455,16236,59.6,179.75,123398532.14,10,24.9,Baixa
2020,12,2020-12-01,Nordeste,PB,João Pessoa,437538,71195,42.34,229.1,113234522.7,16,20.1,Baixa
2020,12,2020-12-01,Centro-Oeste,DF,Brasília,20258,33263,48.27,368.31,170740337.48,12,15.2,Baixa
2020,12,2020-12-01,Centro-Oeste,GO,Goiânia,61099,5387,77.27,1074.61,154769823.46,11,30.8,Baixa
2020,12,2020-12-01,Centro-Oeste,GO,Aparecida de Goiânia,258251,49979,69.79,884.93,49564035.65,10,27.5,Alta
2020,12,2020-12-01,Centro-Oeste,MT,Cuiabá,153804,20586,67.96,875.59,82027150.67,10,40.3,Média
2020,12,2020-12-01,Centro-Oeste,MS,Campo Grande,287470,23523,48.15,553.01,135130687.58,3,22.2,Alta
2020,12,2020-12-01,Sudeste,SP,São Paulo,183147,25048,53.58,911.81,102950203.11,12,29.7,Média
2020,12,2020-12-01,Sudeste,SP,Campinas,426713,70369,55.44,1081.88,77349991.83,11,24.2,Alta
2020,12,2020-12-01,Sudeste,SP,Ribeirão Preto,60247,63826,71.68,1091.54,122318322.19,11,22.7,Média
2020,12,2020-12-01,Sudeste,RJ,Rio de Janeiro,173943,45954,27.61,708.33,1046147.65,12,27.3,Média
2020,12,2020-12-01,Sudeste,RJ,Niterói,466424,44396,74.36,296.68,105448086.38,9,23.9,Baixa
2020,12,2020-12-01,Sudeste,RJ,Nova Iguaçu,434458,73415,29.82,474.23,41772810.73,12,23.4,Baixa
2020,12,2020-12-01,Sudeste,RJ,Petrópolis,92292,13064,84.9,985.41,195145165.18,10,30.2,Baixa
2020,12,2020-12-01,Sudeste,MG,Belo Horizonte,451059,7985,70.9,389.5,105041484.19,8,24.5,Baixa
2020,12,2020-12-01,Sudeste,MG,Uberlândia,434266,20160,94.92,526.33,189222454.88,10,27.1,Média
2020,12,2020-12-01,Sudeste,MG,Juiz de Fora,366453,75728,93.75,716.12,164985082.83,8,21.7,Baixa
2020,12,2020-12-01,Sudeste,ES,Vitória,224874,55160,52.88,1185.22,66708910.04,8,27.2,Baixa
2020,12,2020-12-01,Sudeste,ES,Vila Velha,198204,73094,48.69,158.15,71114153.29,16,27.1,Baixa
2020,12,2020-12-01,Sudeste,ES,Serra,391932,12143,51.91,441.6,175856957.34,3,24.9,Alta
2020,12,2020-12-01,Sul,PR,Curitiba,320795,63835,52.02,650.3,54802288.08,6,26.6,Alta
2020,12,2020-12-01,Sul,PR,Londrina,393874,69254,73.63,238.47,25085683.22,13,18.9,Baixa
2020,12,2020-12-01,Sul,SC,Florianópolis,280380,37673,79.6,457.53,117692805.37,11,29.2,Baixa
2020,12,2020-12-01,Sul,SC,Joinville,98964,37973,93.11,1168.81,181650364.32,6,27.3,Baixa
2020,12,2020-12-01,Sul,RS,Porto Alegre,348080,13264,42.49,1107.7,15675980.31,11,21.5,Média
2020,12,2020-12-01,Sul,RS,Caxias do Sul,301991,78551,73.29,437.13,103527648.61,6,27.1,Alta
2021,1,2021-01-01,Norte,AM,Manaus,21275,72702,54.73,507.76,167379781.04,12,22.3,Baixa
2021,1,2021-01-01,Norte,PA,Belém,232228,40927,47.57,663.44,142209402.83,11,19.4,Baixa
2021,1,2021-01-01,Norte,PA,Santarém,307506,23334,78.09,1128.39,63940798.12,12,24.0,Baixa
2021,1,2021-01-01,Norte,RO,Porto Velho,214104,62673,67.88,878.2,180333497.93,11,21.5,Média
2021,1,2021-01-01,Norte,TO,Palmas,26241,9184,53.77,772.33,24499947.87,7,28.6,Alta
2021,1,2021-01-01,Nordeste,BA,Salvador,249211,17775,77.91,1055.85,24235996.39,9,24.5,Média
2021,1,2021-01-01,Nordeste,BA,Feira de Santana,381272,25986,36.35,996.48,104085580.65,6,29.6,Alta
2021,1,2021-01-01,Nordeste,PE,Recife,149740,68766,25.76,410.07,83549075.15,8,26.2,Baixa
2021,1,2021-01-01,Nordeste,PE,Jaboatão dos Guararapes,18545,5754,37.4,159.6,62213244.2,9,25.3,Alta
2021,1,2021-01-01,Nordeste,CE,Fortaleza,159594,28617,79.01,266.92,75626601.46,10,18.5,Baixa
2021,1,2021-01-01,Nordeste,CE,Juazeiro do Norte,178634,57113,36.09,685.92,49741217.93,14,29.8,Baixa
2021,1,2021-01-01,Nordeste,MA,São Luís,348720,38600,57.48,1019.16,122290959.93,11,23.4,Baixa
2021,1,2021-01-01,Nordeste,PB,João Pessoa,468229,50119,43.12,374.09,87044536.99,10,28.4,Média
2021,1,2021-01-01,Centro-Oeste,DF,Brasília,165112,32110,80.22,612.99,67578784.63,12,29.1,Alta
2021,1,2021-01-01,Centro-Oeste,GO,Goiânia,323238,59669,31.05,200.93,111036003.53,6,25.7,Média
2021,1,2021-01-01,Centro-Oeste,GO,Aparecida de Goiânia,95419,32241,38.53,781.29,96718337.37,4,29.5,Alta
2021,1,2021-01-01,Centro-Oeste,MT,Cuiabá,304183,63754,46.23,529.77,63484292.81,13,19.8,Média
2021,1,2021-01-01,Centro-Oeste,MS,Campo Grande,17962,72530,87.96,620.07,143398459.06,13,26.6,Baixa
2021,1,2021-01-01,Sudeste,SP,São Paulo,286283,4609,25.94,821.78,69000301.69,10,27.8,Média
2021,1,2021-01-01,Sudeste,SP,Campinas,421458,35966,33.7,208.98,183275747.42,9,20.7,Média
2021,1,2021-01-01,Sudeste,SP,Ribeirão Preto,272443,51711,29.29,790.76,102322989.78,11,20.5,Baixa
2021,1,2021-01-01,Sudeste,RJ,Rio de Janeiro,71370,35921,56.18,487.17,21334601.88,9,28.6,Média
2021,1,2021-01-01,Sudeste,RJ,Niterói,316769,41100,50.24,1154.38,172873166.12,10,25.8,Média
2021,1,2021-01-01,Sudeste,RJ,Nova Iguaçu,196730,15066,91.05,1135.01,153803010.58,12,20.3,Alta
2021,1,2021-01-01,Sudeste,RJ,Petrópolis,270466,74068,66.39,919.9,32644903.79,13,22.3,Alta
2021,1,2021-01-01,Sudeste,MG,Belo Horizonte,345273,78629,31.57,936.57,27895709.22,15,23.4,Média
2021,1,2021-01-01,Sudeste,MG,Uberlândia,353379,21915,48.98,455.34,185890380.47,6,24.5,Média
2021,1,2021-01-01,Sudeste,MG,Juiz de Fora,450955,10650,94.85,883.47,114614481.72,11,22.9,Média
2021,1,2021-01-01,Sudeste,ES,Vitória,235391,32592,39.76,1036.91,33985830.85,7,26.7,Alta
2021,1,2021-01-01,Sudeste,ES,Vila Velha,61347,66509,40.45,549.73,179740094.38,11,23.4,Baixa
2021,1,2021-01-01,Sudeste,ES,Serra,267854,40346,49.05,842.12,83155934.94,11,26.6,Média
2021,1,2021-01-01,Sul,PR,Curitiba,28366,8748,71.77,1117.01,33089928.64,6,32.5,Baixa
2021,1,2021-01-01,Sul,PR,Londrina,368466,33573,67.72,709.3,4403859.16,8,25.0,Baixa
2021,1,2021-01-01,Sul,SC,Florianópolis,466640,7699,44.35,621.6,169890606.49,10,25.1,Média
2021,1,2021-01-01,Sul,SC,Joinville,306266,22700,44.33,716.73,51004711.95,6,27.4,Média
2021,1,2021-01-01,Sul,RS,Porto Alegre,69698,26268,35.39,303.49,56229323.59,9,19.8,Média
2021,1,2021-01-01,Sul,RS,Caxias do Sul,162268,61756,64.92,828.72,20073764.81,10,25.9,Alta
2021,2,2021-02-01,Norte,AM,Manaus,235551,28647,54.79,1123.03,148473607.17,13,23.8,Média
2021,2,2021-02-01,Norte,PA,Belém,83866,37568,81.27,306.71,109444553.08,12,27.9,Média
2021,2,2021-02-01,Norte,PA,Santarém,214521,58514,63.77,903.27,198303938.63,7,26.0,Alta
2021,2,2021-02-01,Norte,RO,Porto Velho,182471,63548,27.84,686.2,109662798.73,7,24.3,Alta
2021,2,2021-02-01,Norte,TO,Palmas,356685,44475,84.7,828.27,114447886.39,5,22.2,Alta
2021,2,2021-02-01,Nordeste,BA,Salvador,127647,43762,35.82,406.27,89898234.85,12,21.5,Baixa
2021,2,2021-02-01,Nordeste,BA,Feira de Santana,64415,78823,46.25,278.85,39407349.75,8,23.5,Baixa
2021,2,2021-02-01,Nordeste,PE,Recife,94115,14446,49.59,847.33,164289937.18,7,23.8,Alta
2021,2,2021-02-01,Nordeste,PE,Jaboatão dos Guararapes,52435,14960,78.14,711.95,102729167.85,4,25.5,Alta
2021,2,2021-02-01,Nordeste,CE,Fortaleza,169540,20061,77.35,349.97,44473511.53,5,17.0,Alta
2021,2,2021-02-01,Nordeste,CE,Juazeiro do Norte,475244,31231,71.1,904.79,118426225.06,7,20.6,Baixa
2021,2,2021-02-01,Nordeste,MA,São Luís,10331,20512,80.07,446.25,58059926.86,18,23.3,Média
2021,2,2021-02-01,Nordeste,PB,João Pessoa,193720,7481,33.01,166.83,133692064.71,15,27.9,Alta
2021,2,2021-02-01,Centro-Oeste,DF,Brasília,295353,72349,59.04,194.97,69257143.42,8,23.8,Média
2021,2,2021-02-01,Centro-Oeste,GO,Goiânia,142415,36561,54.63,545.8,74596745.42,11,26.1,Média
2021,2,2021-02-01,Centro-Oeste,GO,Aparecida de Goiânia,102116,67117,36.35,228.01,3005346.35,12,26.9,Média
2021,2,2021-02-01,Centro-Oeste,MT,Cuiabá,337462,65375,52.93,435.57,1648405.76,7,24.2,Média
2021,2,2021-02-01,Centro-Oeste,MS,Campo Grande,40355,30176,78.63,797.72,118027269.93,9,25.0,Baixa
2021,2,2021-02-01,Sudeste,SP,São Paulo,461409,61424,66.72,994.83,131575164.23,8,21.9,Média
2021,2,2021-02-01,Sudeste,SP,Campinas,425449,28139,93.94,990.32,83270883.22,8,32.9,Média
2021,2,2021-02-01,Sudeste,SP,Ribeirão Preto,139572,45110,33.14,500.86,44011734.7,8,23.8,Alta
2021,2,2021-02-01,Sudeste,RJ,Rio de Janeiro,456164,28850,52.56,243.55,33506890.29,4,25.4,Média
2021,2,2021-02-01,Sudeste,RJ,Niterói,154128,50155,50.28,765.71,5227881.59,16,17.3,Baixa
2021,2,2021-02-01,Sudeste,RJ,Nova Iguaçu,105927,78536,88.15,203.26,40405568.07,10,20.4,Alta
2021,2,2021-02-01,Sudeste,RJ,Petrópolis,447891,20387,39.3,179.07,17855692.94,7,29.8,Alta
2021,2,2021-02-01,Sudeste,MG,Belo Horizonte,100651,15535,64.52,846.75,41807342.93,11,22.0,Baixa
2021,2,2021-02-01,Sudeste,MG,Uberlândia,125759,24008,38.75,959.5,181794557.38,10,28.2,Alta
2021,2,2021-02-01,Sudeste,MG,Juiz de Fora,86396,48513,40.91,270.65,147688692.28,11,29.6,Baixa
2021,2,2021-02-01,Sudeste,ES,Vitória,67067,1053,59.48,152.54,173043600.68,9,32.9,Baixa
2021,2,2021-02-01,Sudeste,ES,Vila Velha,186376,20736,70.15,459.24,169979019.92,12,22.5,Média
2021,2,2021-02-01,Sudeste,ES,Serra,351306,39140,29.84,1028.63,10712570.76,12,27.6,Alta
2021,2,2021-02-01,Sul,PR,Curitiba,32353,3781,61.75,752.5,10995647.5,8,26.2,Alta
2021,2,2021-02-01,Sul,PR,Londrina,92421,57805,56.42,155.32,13328688.46,11,26.4,Média
2021,2,2021-02-01,Sul,SC,Florianópolis,64992,44589,54.9,847.1,146318449.51,14,29.1,Baixa
2021,2,2021-02-01,Sul,SC,Joinville,405375,46520,33.91,1114.25,174467799.25,2,20.9,Média
2021,2,2021-02-01,Sul,RS,Porto Alegre,327508,33265,79.32,787.63,131253917.58,9,28.5,Baixa
2021,2,2021-02-01,Sul,RS,Caxias do Sul,190100,21871,64.47,184.67,153623927.26,16,22.3,Baixa
2021,3,2021-03-01,Norte,AM,Manaus,176244,9129,77.37,604.27,12722240.12,10,19.7,Baixa
2021,3,2021-03-01,Norte,PA,Belém,137582,57209,79.38,833.74,172396961.85,11,32.5,Baixa
2021,3,2021-03-01,Norte,PA,Santarém,236961,13267,92.71,969.92,83293645.73,12,23.3,Baixa
2021,3,2021-03-01,Norte,RO,Porto Velho,386257,76791,40.68,925.58,99004511.0,18,28.5,Média
2021,3,2021-03-01,Norte,TO,Palmas,194921,6641,75.96,256.59,155555882.63,9,26.9,Alta
2021,3,2021-03-01,Nordeste,BA,Salvador,342888,9530,30.33,917.82,196752627.6,9,14.5,Baixa
2021,3,2021-03-01,Nordeste,BA,Feira de Santana,242741,78449,36.08,233.07,55750237.52,12,26.6,Média
2021,3,2021-03-01,Nordeste,PE,Recife,423306,55097,72.4,1129.68,139278083.78,17,26.4,Média
2021,3,2021-03-01,Nordeste,PE,Jaboatão dos Guararapes,402969,41922,77.17,882.89,57710365.27,15,25.4,Alta
2021,3,2021-03-01,Nordeste,CE,Fortaleza,28893,41530,70.01,985.87,58455373.42,10,30.2,Média
2021,3,2021-03-01,Nordeste,CE,Juazeiro do Norte,311382,27653,37.65,369.47,90623975.7,9,24.1,Alta
2021,3,2021-03-01,Nordeste,MA,São Luís,161983,50649,37.39,227.28,125843036.97,12,24.7,Alta
2021,3,2021-03-01,Nordeste,PB,João Pessoa,258674,46887,47.39,208.95,11971808.34,14,19.4,Alta
2021,3,2021-03-01,Centro-Oeste,DF,Brasília,208638,22897,40.91,191.2,195592056.09,8,23.3,Alta
2021,3,2021-03-01,Centro-Oeste,GO,Goiânia,287200,26529,72.65,589.14,158456873.38,12,23.7,Alta
2021,3,2021-03-01,Centro-Oeste,GO,Aparecida de Goiânia,491087,31717,46.21,325.03,103805937.53,12,22.8,Média
2021,3,2021-03-01,Centro-Oeste,MT,Cuiabá,215816,5333,52.04,1185.52,9588815.01,9,30.7,Alta
2021,3,2021-03-01,Centro-Oeste,MS,Campo Grande,486917,39599,67.6,810.09,144566552.23,11,27.2,Média
2021,3,2021-03-01,Sudeste,SP,São Paulo,322930,46578,86.66,714.79,33682830.38,13,22.7,Baixa
2021,3,2021-03-01,Sudeste,SP,Campinas,382028,4713,61.77,263.06,187105863.44,14,24.6,Média
2021,3,2021-03-01,Sudeste,SP,Ribeirão Preto,95263,1935,61.66,997.54,190556743.86,7,22.7,Média
2021,3,2021-03-01,Sudeste,RJ,Rio de Janeiro,92397,13273,94.45,1018.58,110712705.97,12,27.5,Média
2021,3,2021-03-01,Sudeste,RJ,Niterói,422545,12467,86.5,346.77,49115141.94,12,27.4,Baixa
2021,3,2021-03-01,Sudeste,RJ,Nova Iguaçu,138182,40896,43.97,422.6,82526712.02,12,23.5,Baixa
2021,3,2021-03-01,Sudeste,RJ,Petrópolis,349323,30003,80.87,947.62,167569234.52,9,31.1,Baixa
2021,3,2021-03-01,Sudeste,MG,Belo Horizonte,54105,16993,85.77,1176.2,146208165.5,7,27.3,Média
2021,3,2021-03-01,Sudeste,MG,Uberlândia,342526,21951,81.4,556.02,146981256.22,9,28.5,Alta
2021,3,2021-03-01,Sudeste,MG,Juiz de Fora,227376,56488,38.68,399.71,138864479.9,7,26.7,Baixa
2021,3,2021-03-01,Sudeste,ES,Vitória,70856,24923,93.04,572.06,32147314.47,14,29.8,Baixa
2021,3,2021-03-01,Sudeste,ES,Vila Velha,264635,35065,30.01,310.41,116821926.01,9,20.7,Baixa
2021,3,2021-03-01,Sudeste,ES,Serra,377259,25352,51.25,859.74,8474694.18,10,23.8,Média
2021,3,2021-03-01,Sul,PR,Curitiba,121673,19462,46.01,386.93,103420503.21,11,20.4,Média
2021,3,2021-03-01,Sul,PR,Londrina,331263,35570,51.42,385.33,68017478.32,16,22.0,Baixa
2021,3,2021-03-01,Sul,SC,Florianópolis,471657,34301,71.36,912.59,45975274.68,4,23.6,Alta
2021,3,2021-03-01,Sul,SC,Joinville,218686,72703,51.27,485.75,163246851.1,6,24.1,Média
2021,3,2021-03-01,Sul,RS,Porto Alegre,428641,7359,26.9,722.59,7007496.2,5,24.8,Baixa
2021,3,2021-03-01,Sul,RS,Caxias do Sul,144737,72770,59.4,632.62,160394957.56,6,24.4,Média
2021,4,2021-04-01,Norte,AM,Manaus,111977,2130,45.46,1033.89,80145485.7,9,19.4,Baixa
2021,4,2021-04-01,Norte,PA,Belém,418781,78460,71.05,1176.0,194437680.95,6,27.4,Baixa
2021,4,2021-04-01,Norte,PA,Santarém,10416,30941,91.15,725.72,171682095.85,11,19.2,Baixa
2021,4,2021-04-01,Norte,RO,Porto Velho,190448,29437,32.95,912.9,131718441.61,9,25.7,Alta
2021,4,2021-04-01,Norte,TO,Palmas,42061,45901,65.34,1191.29,9005361.02,7,30.9,Alta
2021,4,2021-04-01,Nordeste,BA,Salvador,466304,29875,64.87,394.49,187414980.9,12,31.6,Média
2021,4,2021-04-01,Nordeste,BA,Feira de Santana,277505,67772,66.38,645.75,114787617.28,15,21.3,Média
2021,4,2021-04-01,Nordeste,PE,Recife,308829,4403,57.05,277.71,132179051.99,11,20.3,Média
2021,4,2021-04-01,Nordeste,PE,Jaboatão dos Guararapes,248658,24208,27.47,1077.49,138356181.77,5,20.7,Média
2021,4,2021-04-01,Nordeste,CE,Fortaleza,19580,55427,88.94,223.81,149852806.11,8,31.9,Alta
2021,4,2021-04-01,Nordeste,CE,Juazeiro do Norte,74861,18632,87.55,721.07,101871349.41,9,28.6,Baixa
2021,4,2021-04-01,Nordeste,MA,São Luís,496048,20949,75.46,789.39,146696437.84,11,25.1,Baixa
2021,4,2021-04-01,Nordeste,PB,João Pessoa,142070,55382,54.33,864.31,19264971.21,13,30.4,Alta
2021,4,2021-04-01,Centro-Oeste,DF,Brasília,430152,68932,73.15,407.92,69336855.43,13,24.9,Média
2021,4,2021-04-01,Centro-Oeste,GO,Goiânia,286175,37370,56.4,232.23,19021377.98,6,21.5,Média
2021,4,2021-04-01,Centro-Oeste,GO,Aparecida de Goiânia,169155,25470,39.94,1141.41,108120311.02,7,21.6,Baixa
2021,4,2021-04-01,Centro-Oeste,MT,Cuiabá,104609,27575,60.12,718.18,172478624.59,8,24.5,Média
2021,4,2021-04-01,Centro-Oeste,MS,Campo Grande,254911,71100,62.84,629.64,76239022.36,8,26.7,Alta
2021,4,2021-04-01,Sudeste,SP,São Paulo,203201,8915,57.79,483.96,180296563.23,12,21.5,Baixa
2021,4,2021-04-01,Sudeste,SP,Campinas,290780,42781,36.22,175.82,139471426.37,9,30.0,Média
2021,4,2021-04-01,Sudeste,SP,Ribeirão Preto,265941,28241,50.92,1127.09,126783389.28,7,28.0,Baixa
2021,4,2021-04-01,Sudeste,RJ,Rio de Janeiro,129181,13556,69.89,339.34,83789033.04,7,25.7,Baixa
2021,4,2021-04-01,Sudeste,RJ,Niterói,380013,37177,71.05,1179.76,112904108.23,13,18.9,Média
2021,4,2021-04-01,Sudeste,RJ,Nova Iguaçu,445062,64358,42.61,817.83,154642545.72,13,20.0,Baixa
2021,4,2021-04-01,Sudeste,RJ,Petrópolis,322123,25173,76.12,260.54,155748662.78,11,26.5,Alta
2021,4,2021-04-01,Sudeste,MG,Belo Horizonte,113872,27627,83.1,432.23,10060878.93,8,28.8,Média
2021,4,2021-04-01,Sudeste,MG,Uberlândia,49568,10815,82.84,849.73,181592766.75,6,16.7,Média
2021,4,2021-04-01,Sudeste,MG,Juiz de Fora,323602,74920,88.01,437.21,53903190.29,9,25.3,Baixa
2021,4,2021-04-01,Sudeste,ES,Vitória,433307,52541,94.18,566.13,175645257.15,2,29.7,Baixa
2021,4,2021-04-01,Sudeste,ES,Vila Velha,223877,65178,69.03,923.55,137890819.56,8,26.3,Alta
2021,4,2021-04-01,Sudeste,ES,Serra,491578,26789,60.81,1103.61,189156923.93,11,21.6,Baixa
2021,4,2021-04-01,Sul,PR,Curitiba,218769,76170,40.91,1112.47,142010582.57,12,26.1,Alta
2021,4,2021-04-01,Sul,PR,Londrina,188772,78443,65.13,899.49,186697607.01,9,22.6,Média
2021,4,2021-04-01,Sul,SC,Florianópolis,324848,30056,94.06,407.54,31267161.58,11,29.6,Média
2021,4,2021-04-01,Sul,SC,Joinville,252338,17996,60.1,889.91,164561530.38,12,28.7,Baixa
2021,4,2021-04-01,Sul,RS,Porto Alegre,87017,30423,38.37,740.92,48468983.15,7,21.3,Baixa
2021,4,2021-04-01,Sul,RS,Caxias do Sul,403020,3521,93.96,729.8,93224703.86,7,29.2,Média
2021,5,2021-05-01,Norte,AM,Manaus,414779,49899,62.53,635.48,184635554.64,9,22.5,Média
2021,5,2021-05-01,Norte,PA,Belém,168268,44019,89.3,490.61,102646084.56,5,21.1,Média
2021,5,2021-05-01,Norte,PA,Santarém,71314,8043,45.55,1089.55,123705853.29,10,24.8,Alta
2021,5,2021-05-01,Norte,RO,Porto Velho,23235,4482,44.73,400.34,189294832.6,13,25.4,Alta
2021,5,2021-05-01,Norte,TO,Palmas,394502,66364,26.15,321.06,117112132.53,4,22.9,Baixa
2021,5,2021-05-01,Nordeste,BA,Salvador,380234,40259,51.18,766.72,183156142.47,8,25.7,Baixa
2021,5,2021-05-01,Nordeste,BA,Feira de Santana,183511,63305,52.77,546.87,197672259.16,7,23.3,Média
2021,5,2021-05-01,Nordeste,PE,Recife,28980,71506,61.11,1125.72,32866363.38,17,30.7,Baixa
2021,5,2021-05-01,Nordeste,PE,Jaboatão dos Guararapes,136931,53515,35.43,1018.2,64567872.69,9,27.4,Alta
2021,5,2021-05-01,Nordeste,CE,Fortaleza,221227,47551,88.7,623.33,81411074.49,11,32.0,Alta
2021,5,2021-05-01,Nordeste,CE,Juazeiro do Norte,229756,68624,25.04,492.53,88894695.11,8,31.1,Alta
2021,5,2021-05-01,Nordeste,MA,São Luís,129543,75111,54.86,1063.88,104194072.78,14,20.4,Alta
2021,5,2021-05-01,Nordeste,PB,João Pessoa,453734,3438,72.28,1160.46,158806744.95,8,19.8,Média
2021,5,2021-05-01,Centro-Oeste,DF,Brasília,163462,47396,67.46,860.17,60474071.04,13,24.2,Alta
2021,5,2021-05-01,Centro-Oeste,GO,Goiânia,41690,24068,39.88,283.28,43766938.53,11,18.7,Média
2021,5,2021-05-01,Centro-Oeste,GO,Aparecida de Goiânia,365361,9925,71.1,1036.38,160010792.27,10,24.7,Baixa
2021,5,2021-05-01,Centro-Oeste,MT,Cuiabá,239816,50546,41.17,1030.02,166520957.34,12,20.7,Média
2021,5,2021-05-01,Centro-Oeste,MS,Campo Grande,149344,16088,34.63,1196.91,16282230.59,18,26.5,Média
2021,5,2021-05-01,Sudeste,SP,São Paulo,124192,51347,84.78,1079.86,181476619.95,8,23.7,Baixa
2021,5,2021-05-01,Sudeste,SP,Campinas,327815,59759,82.6,545.24,29726400.28,10,31.6,Média
2021,5,2021-05-01,Sudeste,SP,Ribeirão Preto,161812,41898,43.22,487.53,164073631.37,15,20.2,Média
2021,5,2021-05-01,Sudeste,RJ,Rio de Janeiro,98940,70001,87.02,386.25,47082511.3,6,19.8,Média
2021,5,2021-05-01,Sudeste,RJ,Niterói,476290,46671,83.32,189.71,140575707.53,8,25.2,Alta
2021,5,2021-05-01,Sudeste,RJ,Nova Iguaçu,212517,50975,39.79,613.83,59286795.21,10,24.6,Média
2021,5,2021-05-01,Sudeste,RJ,Petrópolis,443467,61400,51.36,936.57,138824638.62,12,27.1,Alta
2021,5,2021-05-01,Sudeste,MG,Belo Horizonte,173658,10183,94.13,845.41,64494811.83,7,24.3,Média
2021,5,2021-05-01,Sudeste,MG,Uberlândia,44727,54651,90.65,169.41,167864818.15,11,27.2,Alta
2021,5,2021-05-01,Sudeste,MG,Juiz de Fora,114855,67893,80.0,1138.8,118046337.37,8,27.9,Média
2021,5,2021-05-01,Sudeste,ES,Vitória,277818,26296,42.12,709.23,20309540.35,8,20.2,Média
2021,5,2021-05-01,Sudeste,ES,Vila Velha,374757,28014,47.46,631.34,198111560.85,12,13.9,Alta
2021,5,2021-05-01,Sudeste,ES,Serra,155360,45517,83.4,502.4,134666406.39,3,24.7,Média
2021,5,2021-05-01,Sul,PR,Curitiba,194126,73879,81.57,859.03,84777469.68,12,29.0,Baixa
2021,5,2021-05-01,Sul,PR,Londrina,230879,42086,34.25,1164.99,51615768.5,12,27.5,Média
2021,5,2021-05-01,Sul,SC,Florianópolis,168099,66280,83.47,707.47,190158794.27,8,24.6,Média
